subj,trial,block,date,stim,stim_order,response,rt,param_index,segment_time,pitch,stretch,age,english,language,sex
YAY,1,0,2024-06-22T16:12:10.035Z,english_903.wav,0,0,1051,4,0.4,8.36930428,0.11380816,,,,
YAY,1,0,2024-06-22T16:12:10.035Z,english_903.wav,0,0,1051,5,0.5,-11.10468326,1.21530961,,,,
YAY,1,0,2024-06-22T16:12:10.035Z,english_903.wav,0,0,1051,6,0.6,0.77760872,1.48658081,,,,
YAY,1,0,2024-06-22T16:12:10.035Z,english_903.wav,0,0,1051,7,0.7,61.82804998,1.41412243,,,,
YAY,1,0,2024-06-22T16:12:10.035Z,english_903.wav,0,0,1051,8,0.8,-21.718638,0.93606202,,,,
YAY,1,0,2024-06-22T16:12:10.035Z,english_903.wav,0,0,1051,9,0.9,-41.58529941,0.40038549,,,,
YAY,1,0,2024-06-22T16:12:10.035Z,english_903.wav,0,0,1051,10,1,22.99211782,0.6748387,,,,
YAY,1,0,2024-06-22T16:12:10.035Z,english_903.wav,0,0,1051,11,1.09391667,-96.82772328,0.72929926,,,,
YAY,2,0,2024-06-22T16:12:10.035Z,english_584.wav,0,1,1189,0,0,50.7358721,1.24615014,,,,
YAY,2,0,2024-06-22T16:12:10.035Z,english_584.wav,0,1,1189,1,0.1,-37.41238679,1.8454839,,,,
YAY,2,0,2024-06-22T16:12:10.035Z,english_584.wav,0,1,1189,2,0.2,-21.91541438,1.76277899,,,,
YAY,2,0,2024-06-22T16:12:10.035Z,english_584.wav,0,1,1189,3,0.3,67.49251718,0.88473448,,,,
YAY,2,0,2024-06-22T16:12:10.035Z,english_584.wav,0,1,1189,4,0.4,36.0609863,0.58271182,,,,
YAY,2,0,2024-06-22T16:12:10.035Z,english_584.wav,0,1,1189,5,0.5,29.68399092,1.46602634,,,,
YAY,2,0,2024-06-22T16:12:10.035Z,english_584.wav,0,1,1189,6,0.6,69.24169566,1.79468998,,,,
YAY,2,0,2024-06-22T16:12:10.035Z,english_584.wav,0,1,1189,7,0.7,2.10305954,1.56143928,,,,
YAY,2,0,2024-06-22T16:12:10.035Z,english_584.wav,0,1,1189,8,0.8,23.93501401,0.46568097,,,,
YAY,2,0,2024-06-22T16:12:10.035Z,english_584.wav,0,1,1189,9,0.9,-17.64282744,0.5808441,,,,
YAY,2,0,2024-06-22T16:12:10.035Z,english_584.wav,0,1,1189,10,1,80.89116082,1.80196263,,,,
YAY,2,0,2024-06-22T16:12:10.035Z,english_584.wav,0,1,1189,11,1.09391667,-10.99932322,1.58954467,,,,
YAY,3,0,2024-06-22T16:12:10.035Z,english_669.wav,0,1,201,0,0,63.63841723,1.21965741,,,,
YAY,3,0,2024-06-22T16:12:10.035Z,english_669.wav,0,1,201,1,0.1,-16.46655099,1.77063888,,,,
YAY,3,0,2024-06-22T16:12:10.035Z,english_669.wav,0,1,201,2,0.2,59.94652085,1.19972221,,,,
YAY,3,0,2024-06-22T16:12:10.035Z,english_669.wav,0,1,201,3,0.3,87.91202499,1.09192955,,,,
YAY,3,0,2024-06-22T16:12:10.035Z,english_669.wav,0,1,201,4,0.4,-9.72604882,0.69529064,,,,
YAY,3,0,2024-06-22T16:12:10.035Z,english_669.wav,0,1,201,5,0.5,72.16172308,1.09710692,,,,
YAY,3,0,2024-06-22T16:12:10.035Z,english_669.wav,0,1,201,6,0.6,-64.88013083,1.91297745,,,,
YAY,3,0,2024-06-22T16:12:10.035Z,english_669.wav,0,1,201,7,0.7,26.66035036,1.12487674,,,,
YAY,3,0,2024-06-22T16:12:10.035Z,english_669.wav,0,1,201,8,0.8,-43.66675722,0.95542007,,,,
YAY,3,0,2024-06-22T16:12:10.035Z,english_669.wav,0,1,201,9,0.9,4.29997564,1.3922733,,,,
YAY,3,0,2024-06-22T16:12:10.035Z,english_669.wav,0,1,201,10,1,-68.31489554,1.61053031,,,,
YAY,3,0,2024-06-22T16:12:10.035Z,english_669.wav,0,1,201,11,1.09391667,-65.69487781,0.28856802,,,,
YAY,4,0,2024-06-22T16:12:10.035Z,english_325.wav,0,1,397,0,0,-6.61362073,0.69132615,,,,
YAY,4,0,2024-06-22T16:12:10.035Z,english_325.wav,0,1,397,1,0.1,16.0389953,1.70453966,,,,
YAY,4,0,2024-06-22T16:12:10.035Z,english_325.wav,0,1,397,2,0.2,-15.26495654,1.15898488,,,,
YAY,4,0,2024-06-22T16:12:10.035Z,english_325.wav,0,1,397,3,0.3,-82.62165142,0.76725677,,,,
YAY,4,0,2024-06-22T16:12:10.035Z,english_325.wav,0,1,397,4,0.4,85.7387579,1.1728167,,,,
YAY,4,0,2024-06-22T16:12:10.035Z,english_325.wav,0,1,397,5,0.5,15.3822882,1.82028555,,,,
YAY,4,0,2024-06-22T16:12:10.035Z,english_325.wav,0,1,397,6,0.6,-26.54266781,1.83292981,,,,
YAY,4,0,2024-06-22T16:12:10.035Z,english_325.wav,0,1,397,7,0.7,-60.18579541,1.929681,,,,
YAY,4,0,2024-06-22T16:12:10.035Z,english_325.wav,0,1,397,8,0.8,-28.6472792,0.83713433,,,,
YAY,4,0,2024-06-22T16:12:10.035Z,english_325.wav,0,1,397,9,0.9,66.02417384,0.85579123,,,,
YAY,4,0,2024-06-22T16:12:10.035Z,english_325.wav,0,1,397,10,1,39.52898261,1.16758419,,,,
YAY,4,0,2024-06-22T16:12:10.035Z,english_325.wav,0,1,397,11,1.09391667,-19.70187517,1.84761063,,,,
YAY,5,0,2024-06-22T16:12:10.035Z,english_726.wav,0,0,391,0,0,23.35137092,0.15397845,,,,
YAY,5,0,2024-06-22T16:12:10.035Z,english_726.wav,0,0,391,1,0.1,76.34325819,1.80908671,,,,
YAY,5,0,2024-06-22T16:12:10.035Z,english_726.wav,0,0,391,2,0.2,77.87153215,0.91237222,,,,
YAY,5,0,2024-06-22T16:12:10.035Z,english_726.wav,0,0,391,3,0.3,45.89033074,0.3916486,,,,
YAY,5,0,2024-06-22T16:12:10.035Z,english_726.wav,0,0,391,4,0.4,-92.46008591,1.60354114,,,,
YAY,5,0,2024-06-22T16:12:10.035Z,english_726.wav,0,0,391,5,0.5,-89.27810563,0.90173572,,,,
YAY,5,0,2024-06-22T16:12:10.035Z,english_726.wav,0,0,391,6,0.6,61.30206765,1.86939155,,,,
YAY,5,0,2024-06-22T16:12:10.035Z,english_726.wav,0,0,391,7,0.7,68.07705407,0.57523975,,,,
YAY,5,0,2024-06-22T16:12:10.035Z,english_726.wav,0,0,391,8,0.8,47.81218941,0.88835081,,,,
YAY,5,0,2024-06-22T16:12:10.035Z,english_726.wav,0,0,391,9,0.9,85.67647673,0.33175344,,,,
YAY,5,0,2024-06-22T16:12:10.035Z,english_726.wav,0,0,391,10,1,69.08166842,0.8335266,,,,
YAY,5,0,2024-06-22T16:12:10.035Z,english_726.wav,0,0,391,11,1.09391667,71.61978118,0.36613886,,,,
YAY,6,0,2024-06-22T16:12:10.035Z,english_326.wav,0,0,159,0,0,-43.10917618,0.92818159,,,,
YAY,6,0,2024-06-22T16:12:10.035Z,english_326.wav,0,0,159,1,0.1,51.71010142,0.32622589,,,,
YAY,6,0,2024-06-22T16:12:10.035Z,english_326.wav,0,0,159,2,0.2,-51.98898793,0.25183357,,,,
YAY,6,0,2024-06-22T16:12:10.035Z,english_326.wav,0,0,159,3,0.3,-88.25420689,0.15547956,,,,
YAY,6,0,2024-06-22T16:12:10.035Z,english_326.wav,0,0,159,4,0.4,-29.81917635,0.54551317,,,,
YAY,6,0,2024-06-22T16:12:10.035Z,english_326.wav,0,0,159,5,0.5,-40.02564907,0.579881,,,,
YAY,6,0,2024-06-22T16:12:10.035Z,english_326.wav,0,0,159,6,0.6,-80.61031076,0.72251342,,,,
YAY,6,0,2024-06-22T16:12:10.035Z,english_326.wav,0,0,159,7,0.7,27.73097561,1.44758164,,,,
YAY,6,0,2024-06-22T16:12:10.035Z,english_326.wav,0,0,159,8,0.8,86.25406042,1.07961509,,,,
YAY,6,0,2024-06-22T16:12:10.035Z,english_326.wav,0,0,159,9,0.9,-98.97965016,1.11677138,,,,
YAY,6,0,2024-06-22T16:12:10.035Z,english_326.wav,0,0,159,10,1,-32.16564668,0.90130016,,,,
YAY,6,0,2024-06-22T16:12:10.035Z,english_326.wav,0,0,159,11,1.09391667,-99.19861207,0.29135461,,,,
YAY,7,0,2024-06-22T16:12:10.035Z,english_758.wav,0,1,366,0,0,44.67997232,1.19309781,,,,
YAY,7,0,2024-06-22T16:12:10.035Z,english_758.wav,0,1,366,1,0.1,27.10099403,0.27221696,,,,
YAY,7,0,2024-06-22T16:12:10.035Z,english_758.wav,0,1,366,2,0.2,-48.30493583,0.58591156,,,,
YAY,7,0,2024-06-22T16:12:10.035Z,english_758.wav,0,1,366,3,0.3,-73.5260898,1.06118241,,,,
YAY,7,0,2024-06-22T16:12:10.035Z,english_758.wav,0,1,366,4,0.4,19.32057449,1.53382291,,,,
YAY,7,0,2024-06-22T16:12:10.035Z,english_758.wav,0,1,366,5,0.5,-32.65273306,1.10934516,,,,
YAY,7,0,2024-06-22T16:12:10.035Z,english_758.wav,0,1,366,6,0.6,-67.58997162,1.53621874,,,,
YAY,7,0,2024-06-22T16:12:10.035Z,english_758.wav,0,1,366,7,0.7,-76.10184919,0.32907917,,,,
YAY,7,0,2024-06-22T16:12:10.035Z,english_758.wav,0,1,366,8,0.8,55.20632284,0.47500698,,,,
YAY,7,0,2024-06-22T16:12:10.035Z,english_758.wav,0,1,366,9,0.9,3.61347388,1.81944253,,,,
YAY,7,0,2024-06-22T16:12:10.035Z,english_758.wav,0,1,366,10,1,-39.33689268,1.02148435,,,,
YAY,7,0,2024-06-22T16:12:10.035Z,english_758.wav,0,1,366,11,1.09391667,44.43004874,0.12347796,,,,
YAY,8,0,2024-06-22T16:12:10.035Z,english_109.wav,0,0,710,0,0,-85.35755776,0.86429356,,,,
YAY,8,0,2024-06-22T16:12:10.035Z,english_109.wav,0,0,710,1,0.1,24.87794389,1.54320329,,,,
YAY,8,0,2024-06-22T16:12:10.035Z,english_109.wav,0,0,710,2,0.2,88.66282845,0.73186937,,,,
YAY,8,0,2024-06-22T16:12:10.035Z,english_109.wav,0,0,710,3,0.3,53.91159302,0.759779,,,,
YAY,8,0,2024-06-22T16:12:10.035Z,english_109.wav,0,0,710,4,0.4,-2.76092074,1.4946261,,,,
YAY,8,0,2024-06-22T16:12:10.035Z,english_109.wav,0,0,710,5,0.5,79.99538148,1.48350308,,,,
YAY,8,0,2024-06-22T16:12:10.035Z,english_109.wav,0,0,710,6,0.6,-42.31150981,1.90894472,,,,
YAY,8,0,2024-06-22T16:12:10.035Z,english_109.wav,0,0,710,7,0.7,-5.15781481,0.02998442,,,,
YAY,8,0,2024-06-22T16:12:10.035Z,english_109.wav,0,0,710,8,0.8,31.3978044,0.89047781,,,,
YAY,8,0,2024-06-22T16:12:10.035Z,english_109.wav,0,0,710,9,0.9,46.94636463,1.05504638,,,,
YAY,8,0,2024-06-22T16:12:10.035Z,english_109.wav,0,0,710,10,1,63.69340257,0.96709735,,,,
YAY,8,0,2024-06-22T16:12:10.035Z,english_109.wav,0,0,710,11,1.09391667,10.97812261,0.43676298,,,,
YAY,9,0,2024-06-22T16:12:10.035Z,english_98.wav,0,0,472,0,0,-38.17071081,1.32171021,,,,
YAY,9,0,2024-06-22T16:12:10.035Z,english_98.wav,0,0,472,1,0.1,3.99117813,0.45941391,,,,
YAY,9,0,2024-06-22T16:12:10.035Z,english_98.wav,0,0,472,2,0.2,76.94779223,1.60836627,,,,
YAY,9,0,2024-06-22T16:12:10.035Z,english_98.wav,0,0,472,3,0.3,-47.40720284,0.02861918,,,,
YAY,9,0,2024-06-22T16:12:10.035Z,english_98.wav,0,0,472,4,0.4,60.49673758,0.62913144,,,,
YAY,9,0,2024-06-22T16:12:10.035Z,english_98.wav,0,0,472,5,0.5,-72.0425771,0.32921161,,,,
YAY,9,0,2024-06-22T16:12:10.035Z,english_98.wav,0,0,472,6,0.6,75.35793907,0.47491973,,,,
YAY,9,0,2024-06-22T16:12:10.035Z,english_98.wav,0,0,472,7,0.7,-37.84878225,1.13024742,,,,
YAY,9,0,2024-06-22T16:12:10.035Z,english_98.wav,0,0,472,8,0.8,-2.2661701,1.3276578,,,,
YAY,9,0,2024-06-22T16:12:10.035Z,english_98.wav,0,0,472,9,0.9,-10.24921113,0.74289268,,,,
YAY,9,0,2024-06-22T16:12:10.035Z,english_98.wav,0,0,472,10,1,2.65052449,0.21343851,,,,
YAY,9,0,2024-06-22T16:12:10.035Z,english_98.wav,0,0,472,11,1.09391667,-59.74440562,0.54238322,,,,
YAY,10,0,2024-06-22T16:12:10.035Z,english_353.wav,0,1,310,0,0,-70.67724429,1.06843483,,,,
YAY,10,0,2024-06-22T16:12:10.035Z,english_353.wav,0,1,310,1,0.1,-71.688049,0.77169117,,,,
YAY,10,0,2024-06-22T16:12:10.035Z,english_353.wav,0,1,310,2,0.2,35.51924952,1.46248358,,,,
YAY,10,0,2024-06-22T16:12:10.035Z,english_353.wav,0,1,310,3,0.3,-2.11218413,1.49078151,,,,
YAY,10,0,2024-06-22T16:12:10.035Z,english_353.wav,0,1,310,4,0.4,-16.43862389,1.12150818,,,,
YAY,10,0,2024-06-22T16:12:10.035Z,english_353.wav,0,1,310,5,0.5,42.52341858,1.51009479,,,,
YAY,10,0,2024-06-22T16:12:10.035Z,english_353.wav,0,1,310,6,0.6,-45.01562353,1.56291015,,,,
YAY,10,0,2024-06-22T16:12:10.035Z,english_353.wav,0,1,310,7,0.7,41.4367476,1.91892948,,,,
YAY,10,0,2024-06-22T16:12:10.035Z,english_353.wav,0,1,310,8,0.8,-7.80846777,1.01197455,,,,
YAY,10,0,2024-06-22T16:12:10.035Z,english_353.wav,0,1,310,9,0.9,42.15448352,1.4134273,,,,
YAY,10,0,2024-06-22T16:12:10.035Z,english_353.wav,0,1,310,10,1,92.0591742,1.42236133,,,,
YAY,10,0,2024-06-22T16:12:10.035Z,english_353.wav,0,1,310,11,1.09391667,-12.12221809,0.78816947,,,,
YAY,11,0,2024-06-22T16:12:10.035Z,english_923.wav,0,1,284,0,0,93.2289474,1.70020423,,,,
YAY,11,0,2024-06-22T16:12:10.035Z,english_923.wav,0,1,284,1,0.1,-90.20705496,1.01222006,,,,
YAY,11,0,2024-06-22T16:12:10.035Z,english_923.wav,0,1,284,2,0.2,-39.60180218,0.78975297,,,,
YAY,11,0,2024-06-22T16:12:10.035Z,english_923.wav,0,1,284,3,0.3,80.82184167,0.55346402,,,,
YAY,11,0,2024-06-22T16:12:10.035Z,english_923.wav,0,1,284,4,0.4,-9.151808,0.82944294,,,,
YAY,11,0,2024-06-22T16:12:10.035Z,english_923.wav,0,1,284,5,0.5,26.58775585,1.08031611,,,,
YAY,11,0,2024-06-22T16:12:10.035Z,english_923.wav,0,1,284,6,0.6,6.23734234,0.85830077,,,,
YAY,11,0,2024-06-22T16:12:10.035Z,english_923.wav,0,1,284,7,0.7,72.65407882,1.16981472,,,,
YAY,11,0,2024-06-22T16:12:10.035Z,english_923.wav,0,1,284,8,0.8,-19.39856568,1.72430236,,,,
YAY,11,0,2024-06-22T16:12:10.035Z,english_923.wav,0,1,284,9,0.9,-78.04150402,0.87754791,,,,
YAY,11,0,2024-06-22T16:12:10.035Z,english_923.wav,0,1,284,10,1,32.81309653,1.2494211,,,,
YAY,11,0,2024-06-22T16:12:10.035Z,english_923.wav,0,1,284,11,1.09391667,90.62685446,1.97603122,,,,
YAY,12,0,2024-06-22T16:12:10.035Z,english_591.wav,0,0,670,0,0,-33.59942656,0.74847219,,,,
YAY,12,0,2024-06-22T16:12:10.035Z,english_591.wav,0,0,670,1,0.1,-41.84333916,1.40230026,,,,
YAY,12,0,2024-06-22T16:12:10.035Z,english_591.wav,0,0,670,2,0.2,-40.30789258,1.16814049,,,,
YAY,12,0,2024-06-22T16:12:10.035Z,english_591.wav,0,0,670,3,0.3,97.61230048,0.39427788,,,,
YAY,12,0,2024-06-22T16:12:10.035Z,english_591.wav,0,0,670,4,0.4,-42.50162748,0.29523071,,,,
YAY,12,0,2024-06-22T16:12:10.035Z,english_591.wav,0,0,670,5,0.5,-1.77866558,0.85786838,,,,
YAY,12,0,2024-06-22T16:12:10.035Z,english_591.wav,0,0,670,6,0.6,0.70986705,1.07664541,,,,
YAY,12,0,2024-06-22T16:12:10.035Z,english_591.wav,0,0,670,7,0.7,34.96717961,1.03582874,,,,
YAY,12,0,2024-06-22T16:12:10.035Z,english_591.wav,0,0,670,8,0.8,-92.90998765,1.47906255,,,,
YAY,12,0,2024-06-22T16:12:10.035Z,english_591.wav,0,0,670,9,0.9,-56.37241834,1.68040409,,,,
YAY,12,0,2024-06-22T16:12:10.035Z,english_591.wav,0,0,670,10,1,5.28111122,0.00212421,,,,
YAY,12,0,2024-06-22T16:12:10.035Z,english_591.wav,0,0,670,11,1.09391667,-12.0144277,0.47626778,,,,
YAY,13,0,2024-06-22T16:12:10.035Z,english_842.wav,0,1,1471,0,0,-81.72100022,1.05096469,,,,
YAY,13,0,2024-06-22T16:12:10.035Z,english_842.wav,0,1,1471,1,0.1,18.84637506,0.68369723,,,,
YAY,13,0,2024-06-22T16:12:10.035Z,english_842.wav,0,1,1471,2,0.2,-80.18621681,1.52749806,,,,
YAY,13,0,2024-06-22T16:12:10.035Z,english_842.wav,0,1,1471,3,0.3,38.99509662,0.81526033,,,,
YAY,13,0,2024-06-22T16:12:10.035Z,english_842.wav,0,1,1471,4,0.4,24.76840986,1.70702662,,,,
YAY,13,0,2024-06-22T16:12:10.035Z,english_842.wav,0,1,1471,5,0.5,-19.71585535,1.05576458,,,,
YAY,13,0,2024-06-22T16:12:10.035Z,english_842.wav,0,1,1471,6,0.6,69.03077802,0.15620837,,,,
YAY,13,0,2024-06-22T16:12:10.035Z,english_842.wav,0,1,1471,7,0.7,35.91349986,1.43624924,,,,
YAY,13,0,2024-06-22T16:12:10.035Z,english_842.wav,0,1,1471,8,0.8,-27.17447615,0.34293919,,,,
YAY,13,0,2024-06-22T16:12:10.035Z,english_842.wav,0,1,1471,9,0.9,-26.64790606,1.32305508,,,,
YAY,13,0,2024-06-22T16:12:10.035Z,english_842.wav,0,1,1471,10,1,27.41987323,1.04384127,,,,
YAY,13,0,2024-06-22T16:12:10.035Z,english_842.wav,0,1,1471,11,1.09391667,30.72990316,1.55933633,,,,
YAY,14,0,2024-06-22T16:12:10.035Z,english_779.wav,0,0,385,0,0,2.5732513,1.647041,,,,
YAY,14,0,2024-06-22T16:12:10.035Z,english_779.wav,0,0,385,1,0.1,65.46905282,1.84593927,,,,
YAY,14,0,2024-06-22T16:12:10.035Z,english_779.wav,0,0,385,2,0.2,71.19594141,0.45510565,,,,
YAY,14,0,2024-06-22T16:12:10.035Z,english_779.wav,0,0,385,3,0.3,60.39832791,1.01795959,,,,
YAY,14,0,2024-06-22T16:12:10.035Z,english_779.wav,0,0,385,4,0.4,-88.69626856,0.08128748,,,,
YAY,14,0,2024-06-22T16:12:10.035Z,english_779.wav,0,0,385,5,0.5,88.13724484,1.92668947,,,,
YAY,14,0,2024-06-22T16:12:10.035Z,english_779.wav,0,0,385,6,0.6,-21.3716901,0.83024876,,,,
YAY,14,0,2024-06-22T16:12:10.035Z,english_779.wav,0,0,385,7,0.7,50.45377943,1.4170414,,,,
YAY,14,0,2024-06-22T16:12:10.035Z,english_779.wav,0,0,385,8,0.8,88.14580375,1.13372324,,,,
YAY,14,0,2024-06-22T16:12:10.035Z,english_779.wav,0,0,385,9,0.9,-75.16546804,0.91489346,,,,
YAY,14,0,2024-06-22T16:12:10.035Z,english_779.wav,0,0,385,10,1,-15.63730308,0.03287719,,,,
YAY,14,0,2024-06-22T16:12:10.035Z,english_779.wav,0,0,385,11,1.09391667,-11.80666885,1.28058258,,,,
YAY,15,0,2024-06-22T16:12:10.035Z,english_31.wav,0,1,247,0,0,27.66535658,1.77982522,,,,
YAY,15,0,2024-06-22T16:12:10.035Z,english_31.wav,0,1,247,1,0.1,13.56694794,1.07162792,,,,
YAY,15,0,2024-06-22T16:12:10.035Z,english_31.wav,0,1,247,2,0.2,18.47033094,0.18234571,,,,
YAY,15,0,2024-06-22T16:12:10.035Z,english_31.wav,0,1,247,3,0.3,59.04276692,1.10955417,,,,
YAY,15,0,2024-06-22T16:12:10.035Z,english_31.wav,0,1,247,4,0.4,-91.09157625,1.72425302,,,,
YAY,15,0,2024-06-22T16:12:10.035Z,english_31.wav,0,1,247,5,0.5,-18.02658585,0.5579513,,,,
YAY,15,0,2024-06-22T16:12:10.035Z,english_31.wav,0,1,247,6,0.6,-35.60184109,1.93053319,,,,
YAY,15,0,2024-06-22T16:12:10.035Z,english_31.wav,0,1,247,7,0.7,54.26515106,1.77971636,,,,
YAY,15,0,2024-06-22T16:12:10.035Z,english_31.wav,0,1,247,8,0.8,-22.38727861,0.37301738,,,,
YAY,15,0,2024-06-22T16:12:10.035Z,english_31.wav,0,1,247,9,0.9,43.77933905,1.40160657,,,,
YAY,15,0,2024-06-22T16:12:10.035Z,english_31.wav,0,1,247,10,1,18.37090143,0.31959468,,,,
YAY,15,0,2024-06-22T16:12:10.035Z,english_31.wav,0,1,247,11,1.09391667,6.84824494,1.79655945,,,,
YAY,16,0,2024-06-22T16:12:10.035Z,english_788.wav,0,1,1603,0,0,17.89309058,1.04861509,,,,
YAY,16,0,2024-06-22T16:12:10.035Z,english_788.wav,0,1,1603,1,0.1,71.29743237,1.67595733,,,,
YAY,16,0,2024-06-22T16:12:10.035Z,english_788.wav,0,1,1603,2,0.2,-58.86773575,0.86315506,,,,
YAY,16,0,2024-06-22T16:12:10.035Z,english_788.wav,0,1,1603,3,0.3,-79.26718247,0.41984481,,,,
YAY,16,0,2024-06-22T16:12:10.035Z,english_788.wav,0,1,1603,4,0.4,35.72874859,0.95404094,,,,
YAY,16,0,2024-06-22T16:12:10.035Z,english_788.wav,0,1,1603,5,0.5,-14.77309026,0.45544588,,,,
YAY,16,0,2024-06-22T16:12:10.035Z,english_788.wav,0,1,1603,6,0.6,-78.45807111,0.07788433,,,,
YAY,16,0,2024-06-22T16:12:10.035Z,english_788.wav,0,1,1603,7,0.7,40.66379457,0.7267532,,,,
YAY,16,0,2024-06-22T16:12:10.035Z,english_788.wav,0,1,1603,8,0.8,51.99524397,1.61048189,,,,
YAY,16,0,2024-06-22T16:12:10.035Z,english_788.wav,0,1,1603,9,0.9,23.30304068,1.83471325,,,,
YAY,16,0,2024-06-22T16:12:10.035Z,english_788.wav,0,1,1603,10,1,87.05916465,1.60214946,,,,
YAY,16,0,2024-06-22T16:12:10.035Z,english_788.wav,0,1,1603,11,1.09391667,-42.18000877,1.51632908,,,,
YAY,17,0,2024-06-22T16:12:10.035Z,english_698.wav,0,0,88,0,0,-98.49976842,0.43179997,,,,
YAY,17,0,2024-06-22T16:12:10.035Z,english_698.wav,0,0,88,1,0.1,97.00885889,1.41337894,,,,
YAY,17,0,2024-06-22T16:12:10.035Z,english_698.wav,0,0,88,2,0.2,54.87082892,1.17184634,,,,
YAY,17,0,2024-06-22T16:12:10.035Z,english_698.wav,0,0,88,3,0.3,-24.25113459,0.60534302,,,,
YAY,17,0,2024-06-22T16:12:10.035Z,english_698.wav,0,0,88,4,0.4,-19.41361559,1.24831976,,,,
YAY,17,0,2024-06-22T16:12:10.035Z,english_698.wav,0,0,88,5,0.5,38.63477703,1.39113252,,,,
YAY,17,0,2024-06-22T16:12:10.035Z,english_698.wav,0,0,88,6,0.6,-31.74740997,1.28562889,,,,
YAY,17,0,2024-06-22T16:12:10.035Z,english_698.wav,0,0,88,7,0.7,75.16156156,1.10433052,,,,
YAY,17,0,2024-06-22T16:12:10.035Z,english_698.wav,0,0,88,8,0.8,41.06057046,1.08053659,,,,
YAY,17,0,2024-06-22T16:12:10.035Z,english_698.wav,0,0,88,9,0.9,-30.65402234,1.52582563,,,,
YAY,17,0,2024-06-22T16:12:10.035Z,english_698.wav,0,0,88,10,1,-13.5987644,0.95244876,,,,
YAY,17,0,2024-06-22T16:12:10.035Z,english_698.wav,0,0,88,11,1.09391667,-10.25655958,1.39681887,,,,
YAY,18,0,2024-06-22T16:12:10.035Z,english_985.wav,0,1,616,0,0,-83.24919271,0.45698213,,,,
YAY,18,0,2024-06-22T16:12:10.035Z,english_985.wav,0,1,616,1,0.1,-61.40218693,1.0383787,,,,
YAY,18,0,2024-06-22T16:12:10.035Z,english_985.wav,0,1,616,2,0.2,75.6831096,1.83439409,,,,
YAY,18,0,2024-06-22T16:12:10.035Z,english_985.wav,0,1,616,3,0.3,-83.55103169,1.46493433,,,,
YAY,18,0,2024-06-22T16:12:10.035Z,english_985.wav,0,1,616,4,0.4,-76.60569971,0.92668276,,,,
YAY,18,0,2024-06-22T16:12:10.035Z,english_985.wav,0,1,616,5,0.5,93.43834668,1.27852145,,,,
YAY,18,0,2024-06-22T16:12:10.035Z,english_985.wav,0,1,616,6,0.6,46.86841289,1.04356397,,,,
YAY,18,0,2024-06-22T16:12:10.035Z,english_985.wav,0,1,616,7,0.7,11.38653049,1.03370788,,,,
YAY,18,0,2024-06-22T16:12:10.035Z,english_985.wav,0,1,616,8,0.8,5.98716874,0.43255879,,,,
YAY,18,0,2024-06-22T16:12:10.035Z,english_985.wav,0,1,616,9,0.9,6.47503028,0.84647211,,,,
YAY,18,0,2024-06-22T16:12:10.035Z,english_985.wav,0,1,616,10,1,53.75316558,1.92237121,,,,
YAY,18,0,2024-06-22T16:12:10.035Z,english_985.wav,0,1,616,11,1.09391667,-17.57703362,0.19853323,,,,
YAY,19,0,2024-06-22T16:12:10.035Z,english_70.wav,0,1,1079,0,0,84.7445928,1.85159723,,,,
